departure,arrival,flights,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,airline_centrality,year
CTU,JZH,2836,30.57852,103.946999,32.851353,103.685263,1.004926108,0.098522167,0.000557153,2015
KMG,TYN,2836,25.101944,102.929169,37.746891,112.628403,0.926108374,0.517241379,0.000360823,2015
TYN,KMG,2830,37.746891,112.628403,25.101944,102.929169,0.517241379,0.926108374,0.00035989,2015
JZH,CTU,2829,32.851353,103.685263,30.57852,103.946999,0.098522167,1.004926108,0.00056833,2015
XMN,TNA,2826,24.544029,118.127701,36.857208,117.215897,0.719211823,0.42364532,0.000137712,2015
CSX,CKG,2825,28.196667,113.220833,29.71921,106.641602,0.743842365,0.985221675,0.000346975,2015
TNA,XMN,2821,36.857208,117.215897,24.544029,118.127701,0.42364532,0.719211823,0.000126649,2015
CKG,CSX,2817,29.71921,106.641602,28.196667,113.220833,0.985221675,0.743842365,0.000351587,2015
CAN,TNA,2811,23.392429,113.298698,36.857208,117.215897,1.064039409,0.42364532,0.000223721,2015
SZX,HFE,2810,22.63925,113.8106,31.986345,116.970474,0.980295567,0.384236453,0.000227616,2015
TNA,CAN,2809,36.857208,117.215897,23.392429,113.298698,0.42364532,1.064039409,0.00020864,2015
HFE,SZX,2808,31.986345,116.970474,22.63925,113.8106,0.384236453,0.980295567,0.00022457,2015
PVG,TAO,2792,31.14337,121.805199,36.266102,120.374397,1.004926108,0.60591133,0.000300931,2015
CGO,XMN,2790,34.519669,113.840797,24.544029,118.127701,0.625615764,0.719211823,0.000180267,2015
CKG,HAK,2787,29.71921,106.641602,19.934851,110.4589,0.985221675,0.753694581,0.000577988,2015
XMN,CGO,2784,24.544029,118.127701,34.519669,113.840797,0.719211823,0.625615764,0.000181298,2015
HAK,CKG,2780,19.934851,110.4589,29.71921,106.641602,0.753694581,0.985221675,0.00057172,2015
SYX,CTU,2770,18.302891,109.412201,30.57852,103.946999,0.532019704,1.004926108,0.000362443,2015
CTU,SYX,2769,30.57852,103.946999,18.302891,109.412201,1.004926108,0.532019704,0.000353851,2015
CAN,NGB,2767,23.392429,113.298698,29.826679,121.461899,1.064039409,0.389162562,0.000272025,2015
CTU,CSX,2766,30.57852,103.946999,28.196667,113.220833,1.004926108,0.743842365,0.000416794,2015
XMN,CKG,2765,24.544029,118.127701,29.71921,106.641602,0.719211823,0.985221675,0.000429663,2015
NGB,CAN,2764,29.826679,121.461899,23.392429,113.298698,0.389162562,1.064039409,0.000249944,2015
CSX,CTU,2762,28.196667,113.220833,30.57852,103.946999,0.743842365,1.004926108,0.000425499,2015
CKG,XMN,2760,29.71921,106.641602,24.544029,118.127701,0.985221675,0.719211823,0.00042393,2015
SHA,WUH,2758,31.196099,121.339766,30.783751,114.208099,0.748768473,0.566502463,0.000154626,2015
WUH,SHA,2757,30.783751,114.208099,31.196099,121.339766,0.566502463,0.748768473,0.000141937,2015
TAO,DLC,2751,36.266102,120.374397,38.96566,121.538597,0.60591133,0.63546798,0.000189828,2015
DLC,TAO,2734,38.96566,121.538597,36.266102,120.374397,0.63546798,0.60591133,0.000212206,2015
HAK,CGO,2730,19.934851,110.4589,34.519669,113.840797,0.753694581,0.625615764,0.000234478,2015
CGO,HAK,2725,34.519669,113.840797,19.934851,110.4589,0.625615764,0.753694581,0.000263269,2015
TAO,PVG,2721,36.266102,120.374397,31.14337,121.805199,0.60591133,1.004926108,0.00024728,2015
CSX,SYX,2714,28.196667,113.220833,18.302891,109.412201,0.743842365,0.532019704,0.000137558,2015
SYX,CSX,2705,18.302891,109.412201,28.196667,113.220833,0.532019704,0.743842365,0.000137457,2015
TNA,CKG,2701,36.857208,117.215897,29.71921,106.641602,0.42364532,0.985221675,0.000313162,2015
CKG,TNA,2698,29.71921,106.641602,36.857208,117.215897,0.985221675,0.42364532,0.000321731,2015
CTU,CGO,2684,30.57852,103.946999,34.519669,113.840797,1.004926108,0.625615764,0.000295013,2015
KMG,DLU,2677,25.101944,102.929169,25.647097,100.320711,0.926108374,0.128078818,0.000463621,2015
CGO,CTU,2676,34.519669,113.840797,30.57852,103.946999,0.625615764,1.004926108,0.000313754,2015
CGQ,NKG,2674,43.996208,125.685303,31.742041,118.862,0.42364532,0.566502463,0.000113187,2015
NKG,CGQ,2662,31.742041,118.862,43.996208,125.685303,0.566502463,0.42364532,0.000114877,2015
SHA,FOC,2639,31.196099,121.339766,25.935061,119.6632,0.748768473,0.472906404,0.000142286,2015
FOC,SHA,2633,25.935061,119.6632,31.196099,121.339766,0.472906404,0.748768473,0.000135274,2015
TAO,XIY,2633,36.266102,120.374397,34.438157,108.764819,0.60591133,1.024630542,0.000553168,2015
XIY,TAO,2629,34.438157,108.764819,36.266102,120.374397,1.024630542,0.60591133,0.000554335,2015
KMG,TCZ,2595,25.101944,102.929169,24.939379,98.482025,0.926108374,0.073891626,0.000739776,2015
PEK,PVG,2593,40.084152,116.592735,31.14337,121.805199,1.295566502,1.004926108,0.000682712,2015
DLC,TSN,2592,38.96566,121.538597,39.124352,117.3461,0.63546798,0.733990148,0.000182913,2015
TSN,DLC,2592,39.124352,117.3461,38.96566,121.538597,0.733990148,0.63546798,0.000164968,2015
TSN,SZX,2582,39.124352,117.3461,22.63925,113.8106,0.733990148,0.980295567,0.000318004,2015
PVG,PEK,2580,31.14337,121.805199,40.084152,116.592735,1.004926108,1.295566502,0.00081429,2015
SZX,TSN,2575,22.63925,113.8106,39.124352,117.3461,0.980295567,0.733990148,0.000320255,2015
CGQ,TAO,2552,43.996208,125.685303,36.266102,120.374397,0.42364532,0.60591133,0.000133019,2015
WNZ,PEK,2546,27.91222,120.851898,40.084152,116.592735,0.369458128,1.295566502,0.000373801,2015
NNG,KMG,2543,22.608259,108.172401,25.101944,102.929169,0.448275862,0.926108374,0.000302182,2015
TAO,CGQ,2541,36.266102,120.374397,43.996208,125.685303,0.60591133,0.42364532,0.000124717,2015
PEK,WNZ,2537,40.084152,116.592735,27.91222,120.851898,1.295566502,0.369458128,0.000358352,2015
CAN,TAO,2536,23.392429,113.298698,36.266102,120.374397,1.064039409,0.60591133,0.000306685,2015
TAO,CAN,2531,36.266102,120.374397,23.392429,113.298698,0.60591133,1.064039409,0.000264378,2015
SHA,KWE,2529,31.196099,121.339766,26.538521,106.800697,0.748768473,0.566502463,0.000154802,2015
FOC,CAN,2524,25.935061,119.6632,23.392429,113.298698,0.472906404,1.064039409,0.000206586,2015
CAN,SHE,2523,23.392429,113.298698,41.639839,123.483398,1.064039409,0.561576355,0.000282932,2015
SHE,CAN,2519,41.639839,123.483398,23.392429,113.298698,0.561576355,1.064039409,0.000257767,2015
SHA,TYN,2514,31.196099,121.339766,37.746891,112.628403,0.748768473,0.517241379,0.000141078,2015
WUX,CAN,2513,31.492889,120.424377,23.392429,113.298698,0.246305419,1.064039409,0.000329143,2015
CAN,FOC,2509,23.392429,113.298698,25.935061,119.6632,1.064039409,0.472906404,0.000217918,2015
HGH,DLC,2506,30.2295,120.434402,38.96566,121.538597,0.866995074,0.63546798,0.000356672,2015
HLD,HET,2505,49.209334,119.830223,40.853503,111.826381,0.290640394,0.487684729,0.000313221,2015
HET,HLD,2498,40.853503,111.826381,49.209334,119.830223,0.487684729,0.290640394,0.000312186,2015
CKG,TSN,2492,29.71921,106.641602,39.124352,117.3461,0.985221675,0.733990148,0.000591217,2015
TSN,CKG,2488,39.124352,117.3461,29.71921,106.641602,0.733990148,0.985221675,0.000590453,2015
KMG,NNG,2487,25.101944,102.929169,22.608259,108.172401,0.926108374,0.448275862,0.000302376,2015
CAN,WUX,2486,23.392429,113.298698,31.492889,120.424377,1.064039409,0.246305419,0.000346962,2015
WUX,SZX,2484,31.492889,120.424377,22.63925,113.8106,0.246305419,0.980295567,0.000305584,2015
TYN,SHA,2483,37.746891,112.628403,31.196099,121.339766,0.517241379,0.748768473,0.000135116,2015
SZX,WUX,2478,22.63925,113.8106,31.492889,120.424377,0.980295567,0.246305419,0.000305915,2015
KHN,CAN,2473,28.865,115.900002,23.392429,113.298698,0.408866995,1.064039409,0.000219376,2015
FOC,PVG,2463,25.935061,119.6632,31.14337,121.805199,0.472906404,1.004926108,0.000317229,2015
PVG,FOC,2463,31.14337,121.805199,25.935061,119.6632,1.004926108,0.472906404,0.000380625,2015
DLC,HGH,2461,38.96566,121.538597,30.2295,120.434402,0.63546798,0.866995074,0.000387075,2015
CAN,PVG,2458,23.392429,113.298698,31.14337,121.805199,1.064039409,1.004926108,0.000410171,2015
PEK,ZUH,2457,40.084152,116.592735,22.00666,113.376297,1.295566502,0.339901478,0.000515458,2015
ZUH,PEK,2454,22.00666,113.376297,40.084152,116.592735,0.339901478,1.295566502,0.000480413,2015
KWE,SHA,2453,26.538521,106.800697,31.196099,121.339766,0.566502463,0.748768473,0.000148877,2015
PVG,CAN,2444,31.14337,121.805199,23.392429,113.298698,1.004926108,1.064039409,0.000484615,2015
CAN,KHN,2438,23.392429,113.298698,28.865,115.900002,1.064039409,0.408866995,0.000223793,2015
KMG,XMN,2425,25.101944,102.929169,24.544029,118.127701,0.926108374,0.719211823,0.000516551,2015
XMN,KMG,2420,24.544029,118.127701,25.101944,102.929169,0.719211823,0.926108374,0.000517642,2015
CTU,TNA,2405,30.57852,103.946999,36.857208,117.215897,1.004926108,0.42364532,0.000352763,2015
TNA,CTU,2402,36.857208,117.215897,30.57852,103.946999,0.42364532,1.004926108,0.000355992,2015
XIY,TSN,2401,34.438157,108.764819,39.124352,117.3461,1.024630542,0.733990148,0.000401113,2015
XMN,TSN,2392,24.544029,118.127701,39.124352,117.3461,0.719211823,0.733990148,0.000198292,2015
TSN,XIY,2385,39.124352,117.3461,34.438157,108.764819,0.733990148,1.024630542,0.000440245,2015
TSN,XMN,2368,39.124352,117.3461,24.544029,118.127701,0.733990148,0.719211823,0.00018742,2015
XIY,KWE,2362,34.438157,108.764819,26.538521,106.800697,1.024630542,0.566502463,0.000430443,2015
KWE,XIY,2359,26.538521,106.800697,34.438157,108.764819,0.566502463,1.024630542,0.000461842,2015
WUH,HAK,2358,30.783751,114.208099,19.934851,110.4589,0.566502463,0.753694581,0.000239183,2015
HAK,WUH,2354,19.934851,110.4589,30.783751,114.208099,0.753694581,0.566502463,0.000233401,2015
HGH,SHE,2316,30.2295,120.434402,41.639839,123.483398,0.866995074,0.561576355,0.000234862,2015
TNA,SZX,2310,36.857208,117.215897,22.63925,113.8106,0.42364532,0.980295567,0.00019722,2015
WNZ,PVG,2309,27.91222,120.851898,31.14337,121.805199,0.369458128,1.004926108,0.000258224,2015
SHE,HGH,2306,41.639839,123.483398,30.2295,120.434402,0.561576355,0.866995074,0.000225183,2015
PVG,WNZ,2302,31.14337,121.805199,27.91222,120.851898,1.004926108,0.369458128,0.000270832,2015
SZX,TNA,2300,22.63925,113.8106,36.857208,117.215897,0.980295567,0.42364532,0.00020844,2015
XIY,CSX,2289,34.438157,108.764819,28.196667,113.220833,1.024630542,0.743842365,0.000397469,2015
CSX,XIY,2286,28.196667,113.220833,34.438157,108.764819,0.743842365,1.024630542,0.00044072,2015
HGH,TYN,2283,30.2295,120.434402,37.746891,112.628403,0.866995074,0.517241379,0.000163126,2015
KWE,CKG,2283,26.538521,106.800697,29.71921,106.641602,0.566502463,0.985221675,0.000264382,2015
TYN,HGH,2277,37.746891,112.628403,30.2295,120.434402,0.517241379,0.866995074,0.000158732,2015
NNG,WUH,2276,22.608259,108.172401,30.783751,114.208099,0.448275862,0.566502463,0.000105021,2015
SZX,NNG,2276,22.63925,113.8106,22.608259,108.172401,0.980295567,0.448275862,0.000191339,2015
NNG,SZX,2275,22.608259,108.172401,22.63925,113.8106,0.448275862,0.980295567,0.000185098,2015
NKG,KWE,2274,31.742041,118.862,26.538521,106.800697,0.566502463,0.566502463,0.00013737,2015
CSX,FOC,2269,28.196667,113.220833,25.935061,119.6632,0.743842365,0.472906404,0.000134156,2015
FOC,CSX,2269,25.935061,119.6632,28.196667,113.220833,0.472906404,0.743842365,0.000134648,2015
KWE,NKG,2269,26.538521,106.800697,31.742041,118.862,0.566502463,0.566502463,0.000133167,2015
CAN,KWE,2268,23.392429,113.298698,26.538521,106.800697,1.064039409,0.566502463,0.000208915,2015
KWE,CAN,2261,26.538521,106.800697,23.392429,113.298698,0.566502463,1.064039409,0.000201812,2015
CKG,KWE,2258,29.71921,106.641602,26.538521,106.800697,0.985221675,0.566502463,0.00026916,2015
WUH,NNG,2253,30.783751,114.208099,22.608259,108.172401,0.566502463,0.448275862,0.000103097,2015
TCZ,KMG,2249,24.939379,98.482025,25.101944,102.929169,0.073891626,0.926108374,0.000607939,2015
HET,CIF,2239,40.853503,111.826381,42.159704,118.846745,0.487684729,0.118226601,0.000318065,2015
CIF,HET,2234,42.159704,118.846745,40.853503,111.826381,0.118226601,0.487684729,0.000315721,2015
NGB,SZX,2223,29.826679,121.461899,22.63925,113.8106,0.389162562,0.980295567,0.000239075,2015
SZX,NGB,2222,22.63925,113.8106,29.826679,121.461899,0.980295567,0.389162562,0.000250346,2015
FOC,NKG,2214,25.935061,119.6632,31.742041,118.862,0.472906404,0.566502463,0.000113505,2015
HRB,SZX,2212,45.623402,126.250298,22.63925,113.8106,0.669950739,0.980295567,0.00094285,2015
TAO,SZX,2212,36.266102,120.374397,22.63925,113.8106,0.60591133,0.980295567,0.000261509,2015
NKG,FOC,2210,31.742041,118.862,25.935061,119.6632,0.566502463,0.472906404,0.000119853,2015
SZX,HRB,2210,22.63925,113.8106,45.623402,126.250298,0.980295567,0.669950739,0.000893151,2015
LHW,PVG,2208,36.51524,103.620697,31.14337,121.805199,0.463054187,1.004926108,0.000407752,2015
SZX,TAO,2206,22.63925,113.8106,36.266102,120.374397,0.980295567,0.60591133,0.000283369,2015
XMN,HFE,2203,24.544029,118.127701,31.986345,116.970474,0.719211823,0.384236453,0.000128784,2015
XNN,PEK,2202,36.525322,102.037537,40.084152,116.592735,0.36453202,1.295566502,0.001046613,2015
HFE,XMN,2199,31.986345,116.970474,24.544029,118.127701,0.384236453,0.719211823,0.000131691,2015
SHA,SYX,2199,31.196099,121.339766,18.302891,109.412201,0.748768473,0.532019704,0.000145471,2015
PEK,XNN,2198,40.084152,116.592735,36.525322,102.037537,1.295566502,0.36453202,0.001018607,2015
CAN,URC,2195,23.392429,113.298698,43.907101,87.474243,1.064039409,0.472906404,0.002463587,2015
SHE,TAO,2183,41.639839,123.483398,36.266102,120.374397,0.561576355,0.60591133,0.00011436,2015
CTU,LJG,2171,30.57852,103.946999,26.683332,100.25,1.004926108,0.305418719,0.000467561,2015
TAO,SHE,2170,36.266102,120.374397,41.639839,123.483398,0.60591133,0.561576355,0.000118147,2015
LJG,CTU,2168,26.683332,100.25,30.57852,103.946999,0.305418719,1.004926108,0.000481277,2015
SYX,SHA,2168,18.302891,109.412201,31.196099,121.339766,0.532019704,0.748768473,0.000139873,2015
NKG,HRB,2162,31.742041,118.862,45.623402,126.250298,0.566502463,0.669950739,0.000432516,2015
URC,CAN,2162,43.907101,87.474243,23.392429,113.298698,0.472906404,1.064039409,0.002675262,2015
CTU,TSN,2161,30.57852,103.946999,39.124352,117.3461,1.004926108,0.733990148,0.000670572,2015
WUH,TAO,2157,30.783751,114.208099,36.266102,120.374397,0.566502463,0.60591133,0.000169198,2015
TAO,WUH,2156,36.266102,120.374397,30.783751,114.208099,0.60591133,0.566502463,0.000158867,2015
NGB,PEK,2154,29.826679,121.461899,40.084152,116.592735,0.389162562,1.295566502,0.000421281,2015
NNG,SHA,2149,22.608259,108.172401,31.196099,121.339766,0.448275862,0.748768473,0.000136172,2015
HAK,HGH,2148,19.934851,110.4589,30.2295,120.434402,0.753694581,0.866995074,0.000356186,2015
HGH,WUH,2146,30.2295,120.434402,30.783751,114.208099,0.866995074,0.566502463,0.00019607,2015
KMG,TNA,2146,25.101944,102.929169,36.857208,117.215897,0.926108374,0.42364532,0.000433055,2015
PEK,NGB,2142,40.084152,116.592735,29.826679,121.461899,1.295566502,0.389162562,0.000440677,2015
HGH,HAK,2139,30.2295,120.434402,19.934851,110.4589,0.866995074,0.753694581,0.000372546,2015
HRB,NKG,2139,45.623402,126.250298,31.742041,118.862,0.669950739,0.566502463,0.000445486,2015
TNA,XIY,2139,36.857208,117.215897,34.438157,108.764819,0.42364532,1.024630542,0.000334552,2015
TNA,KMG,2138,36.857208,117.215897,25.101944,102.929169,0.42364532,0.926108374,0.000425301,2015
NNG,HAK,2137,22.608259,108.172401,19.934851,110.4589,0.448275862,0.753694581,0.000155341,2015
XIY,TNA,2135,34.438157,108.764819,36.857208,117.215897,1.024630542,0.42364532,0.000342968,2015
WUH,HGH,2134,30.783751,114.208099,30.2295,120.434402,0.566502463,0.866995074,0.000186212,2015
TYN,CAN,2129,37.746891,112.628403,23.392429,113.298698,0.517241379,1.064039409,0.000187536,2015
CAN,TYN,2128,23.392429,113.298698,37.746891,112.628403,1.064039409,0.517241379,0.000194981,2015
HAK,NNG,2128,19.934851,110.4589,22.608259,108.172401,0.753694581,0.448275862,0.00015134,2015
JHG,LJG,2116,21.972467,100.76475,26.683332,100.25,0.113300493,0.305418719,0.000153114,2015
TSN,CTU,2108,39.124352,117.3461,30.57852,103.946999,0.733990148,1.004926108,0.000687822,2015
HRB,TSN,2095,45.623402,126.250298,39.124352,117.3461,0.669950739,0.733990148,0.000513011,2015
TSN,HRB,2094,39.124352,117.3461,45.623402,126.250298,0.733990148,0.669950739,0.000464496,2015
HGH,TSN,2091,30.2295,120.434402,39.124352,117.3461,0.866995074,0.733990148,0.000271398,2015
TSN,HGH,2082,39.124352,117.3461,30.2295,120.434402,0.733990148,0.866995074,0.000266371,2015
HGH,CSX,2078,30.2295,120.434402,28.196667,113.220833,0.866995074,0.743842365,0.00020469,2015
CSX,HGH,2077,28.196667,113.220833,30.2295,120.434402,0.743842365,0.866995074,0.000204875,2015
LJG,CKG,2069,26.683332,100.25,29.71921,106.641602,0.305418719,0.985221675,0.000395665,2015
SHA,NNG,2069,31.196099,121.339766,22.608259,108.172401,0.748768473,0.448275862,0.00014512,2015
KWE,KMG,2060,26.538521,106.800697,25.101944,102.929169,0.566502463,0.926108374,0.000368237,2015
CKG,LJG,2047,29.71921,106.641602,26.683332,100.25,0.985221675,0.305418719,0.000393863,2015
XIY,WUH,2042,34.438157,108.764819,30.783751,114.208099,1.024630542,0.566502463,0.000362656,2015
XMN,TAO,2042,24.544029,118.127701,36.266102,120.374397,0.719211823,0.60591133,0.000179808,2015
TAO,XMN,2040,36.266102,120.374397,24.544029,118.127701,0.60591133,0.719211823,0.000159866,2015
BSD,KMG,2036,25.055182,99.16143,25.101944,102.929169,0.019704433,0.926108374,0.001886066,2015
WUH,XIY,2036,30.783751,114.208099,34.438157,108.764819,0.566502463,1.024630542,0.000374495,2015
TNA,HRB,2033,36.857208,117.215897,45.623402,126.250298,0.42364532,0.669950739,0.000240021,2015
DLC,CGO,2030,38.96566,121.538597,34.519669,113.840797,0.63546798,0.625615764,0.000269542,2015
CGO,PVG,2028,34.519669,113.840797,31.14337,121.805199,0.625615764,1.004926108,0.00028428,2015
HRB,TNA,2027,45.623402,126.250298,36.857208,117.215897,0.669950739,0.42364532,0.000273358,2015
CGO,DLC,2026,34.519669,113.840797,38.96566,121.538597,0.625615764,0.63546798,0.000253856,2015
TYN,PEK,2017,37.746891,112.628403,40.084152,116.592735,0.517241379,1.295566502,0.000308765,2015
CGO,SYX,2015,34.519669,113.840797,18.302891,109.412201,0.625615764,0.532019704,0.000137856,2015
TYN,CTU,2012,37.746891,112.628403,30.57852,103.946999,0.517241379,1.004926108,0.000293333,2015
CTU,TYN,2011,30.57852,103.946999,37.746891,112.628403,1.004926108,0.517241379,0.000288655,2015
KHN,KMG,2010,28.865,115.900002,25.101944,102.929169,0.408866995,0.926108374,0.00037225,2015
NKG,SHE,2010,31.742041,118.862,41.639839,123.483398,0.566502463,0.561576355,0.000146643,2015
KMG,KHN,2008,25.101944,102.929169,28.865,115.900002,0.926108374,0.408866995,0.000368928,2015
PVG,XMN,2002,31.14337,121.805199,24.544029,118.127701,1.004926108,0.719211823,0.000417522,2015
SHE,NKG,1999,41.639839,123.483398,31.742041,118.862,0.561576355,0.566502463,0.000125372,2015
SYX,CGO,1995,18.302891,109.412201,34.519669,113.840797,0.532019704,0.625615764,0.000137391,2015
XMN,PVG,1987,24.544029,118.127701,31.14337,121.805199,0.719211823,1.004926108,0.000353517,2015
KMG,KWE,1980,25.101944,102.929169,26.538521,106.800697,0.926108374,0.566502463,0.000367172,2015
TAO,CTU,1980,36.266102,120.374397,30.57852,103.946999,0.60591133,1.004926108,0.00058118,2015
CTU,TAO,1979,30.57852,103.946999,36.266102,120.374397,1.004926108,0.60591133,0.000626017,2015
HRB,CAN,1977,45.623402,126.250298,23.392429,113.298698,0.669950739,1.064039409,0.000966309,2015
HGH,NNG,1976,30.2295,120.434402,22.608259,108.172401,0.866995074,0.448275862,0.000199468,2015
NNG,HGH,1976,22.608259,108.172401,30.2295,120.434402,0.448275862,0.866995074,0.000180873,2015
CAN,HRB,1970,23.392429,113.298698,45.623402,126.250298,1.064039409,0.669950739,0.000973906,2015
LNJ,KMG,1954,23.736707,100.02549,25.101944,102.929169,0.009852217,0.926108374,0.004901961,2015
PVG,LHW,1945,31.14337,121.805199,36.51524,103.620697,1.004926108,0.463054187,0.000440215,2015
CKG,WUH,1942,29.71921,106.641602,30.783751,114.208099,0.985221675,0.566502463,0.000287452,2015
